estate,estate_eng,estate_chi,t_pop,pop_m,pop_f,sr,age_1,age_2,age_3,age_4,age_5,t_ma,ma_m,ma_f,born_hk,born_chi,born_else,ethn_chi,ethn_phi,ethn_ind,ethn_wh,ethn_oth,ms_nm_m,ms_ma_m,ms_wds_m,ms_nm_f,ms_m_f,ms_wds_f,ul_can,ul_put,ul_othchi,ul_eng,ul_oth,readchi_ablepctn,readeng_ablepctn,writechi_ablepctn,writeeng_ablepctn,edu_pri_be,edu_sec,edu_psec,pls_same,pls_diff_hk,pls_diff_kln,pls_diff_nt,s_diff_oth,t_wp,wp_ee,wp_er,wp_se,wp_fw,t_nwp,nwp_hm,nwp_st,nwp_re,nwp_care,nwp_oth,plw_same,plw_diff_hk,plw_diff_kln,plw_diff_nt,plw_diff_oth,plw_nofix,plw_hm,plw_out,mearn_xfw_sb_1,mearn_xfw_sb_2,mearn_xfw_sb_3,t_mmearn,mearn_xfdhfw_sb_1,mearn_xfdhfw_sb_2,mearn_xfdhfw_sb_3,t_mmearn_xfdh,wp_a,wp_b,wp_c,wp_d,wp_e,wp_f,wp_g,wp_h,wp_i,wp_j,wp_k,wp_l,wp_m,wp_n,wp_o,wp_p,wp_q,wp_r,wp_s,wp_t,whr_1,whr_2,whr_3,whr_4,whr_5,whr_6,dh,dhz_1,dhz_2,dhz_3,dhz_4,dhz_5,dhz_6,adhz,dhc_nc,dhc_re,dhc_oth,dhi_sb_1,dhi_sb_2,dhi_sb_3,dhi_sb_4,ma_hh,dhi_sb_e1,dhi_sb_e2,dhi_sb_e3,dhi_sb_e4,ma_econhh,dhm_loan,dhm_lr,dm_r,dmr_ir,fa_m,full_address,full_address_alt,latitude,longitude
10002,Butterfly Estate,蝴蝶邨,10680.0,5038.0,5642.0,893.0,796.0,791.0,2549.0,3751.0,2793.0,52.8,55.0,52.1,6320.0,4179.0,181,10557.0,-,13,-,110,1472.0,2647.0,544,1097.0,2458.0,1666.0,10094.0,267,179,-,28,98.2,50.2,95.0,45.4,3101.0,5408.0,1375.0,951,16,83,118,-,4603.0,4139.0,55,409.0,-,6077.0,503.0,1176.0,2783.0,245,1370.0,1341,302,622.0,774.0,318,1221.0,25.0,-,1093.0,2663.0,847.0,12800.0,1080.0,2663.0,847.0,12900.0,59,163,405.0,586.0,1543.0,467,313,1067.0,-,226,730.0,553.0,631,699,106,67.0,753.0,576.0,196.0,66,454.0,581.0,1174.0,1503.0,455.0,436.0,5134.0,1303.0,2620.0,793.0,384.0,15,19,2.1,3433.0,398.0,1303.0,1907.0,1687.0,1099.0,441,12160.0,615,1338,1099.0,441,18820.0,-,-,1230,9.1,25.0,"Butterfly Estate, Hong Kong","蝴蝶邨, Hong Kong",22.3762852,113.9620179
20006,Carado Garden,雲疊花園,5399.0,2426.0,2973.0,816.0,514.0,303.0,1467.0,1681.0,1434.0,54.5,53.2,55.0,3772.0,1312.0,315,5134.0,142,71,-,52,675.0,1412.0,64,670.0,1639.0,425.0,4774.0,238,39,168,70,91.5,69.2,89.6,65.3,1092.0,2197.0,1596.0,424,39,139,21,-,2354.0,2105.0,97,152.0,-,3045.0,380.0,665.0,1510.0,137,353.0,374,276,774.0,268.0,92,334.0,223.0,13,407.0,715.0,1232.0,20000.0,184.0,715.0,1232.0,20000.0,157,486,469.0,362.0,326.0,146,91,311.0,6,110,113.0,326.0,246,107,134,39.0,371.0,645.0,263.0,-,117.0,142.0,875.0,831.0,297.0,92.0,1893.0,262.0,567.0,522.0,296.0,223,23,2.9,1210.0,390.0,293.0,507.0,291.0,379.0,716,25990.0,81,136,343.0,716,41810.0,10000,17.3,18500,49.1,55.0,"Carado Garden, Hong Kong","雲疊花園, Hong Kong",22.3682259,114.1764219
60200,Caribbean Coast,映灣園,13863.0,6250.0,7613.0,821.0,2269.0,759.0,5026.0,3826.0,1983.0,40.4,40.3,40.5,6492.0,2373.0,4998,8083.0,1087,170,473,4050,1094.0,3741.0,199,1431.0,4488.0,641.0,7019.0,774,110,3138,2085,67.1,93.0,65.9,91.5,471.0,3877.0,7246.0,1007,312,338,228,420,7394.0,6491.0,384,506.0,13,6469.0,867.0,2191.0,1849.0,325,1237.0,94,1682,1533.0,664.0,1028,536.0,1773.0,84,1573.0,1119.0,4689.0,25000.0,394.0,1119.0,4689.0,30000.0,1586,1306,1415.0,944.0,768.0,49,51,1275.0,-,112,147.0,1344.0,916,297,240,962.0,1128.0,973.0,1249.0,26,499.0,763.0,2910.0,2239.0,478.0,505.0,4801.0,861.0,1334.0,1115.0,768.0,621,102,2.9,3220.0,517.0,1064.0,546.0,407.0,715.0,3133,55140.0,171,221,588.0,3075,62170.0,12500,20.3,17000,24.3,66.0,"Caribbean Coast, Hong Kong","映灣園, Hong Kong",22.2923582,113.9490026
60219,Castello,帝堡城,5191.0,2168.0,3023.0,717.0,617.0,473.0,1270.0,2190.0,641.0,47.6,53.6,43.0,3942.0,681.0,568,4650.0,196,185,12,148,406.0,1459.0,103,724.0,1706.0,176.0,4632.0,30,12,235,119,91.6,89.2,91.2,87.7,354.0,1425.0,2795.0,396,60,196,185,12,2856.0,2516.0,111,229.0,-,2335.0,251.0,842.0,831.0,67,344.0,278,547,894.0,311.0,59,338.0,391.0,38,683.0,431.0,1742.0,28750.0,302.0,431.0,1742.0,33620.0,369,691,701.0,279.0,250.0,42,34,490.0,-,89,218.0,304.0,120,61,21,162.0,375.0,1070.0,395.0,41,309.0,273.0,996.0,772.0,329.0,177.0,1688.0,168.0,427.0,473.0,395.0,195,30,3.1,1385.0,126.0,177.0,141.0,93.0,310.0,1144,75040.0,12,50,252.0,1108,80040.0,17710,18.5,18800,23.5,70.0,"Castello, Hong Kong","帝堡城, Hong Kong",22.3834981,114.2152
60227,Celestial Heights,半山壹號,3265.0,1300.0,1965.0,662.0,684.0,303.0,1119.0,843.0,316.0,38.6,38.8,38.5,1835.0,462.0,968,2338.0,456,126,14,331,279.0,673.0,11,360.0,1020.0,238.0,2028.0,112,48,790,152,73.7,90.5,72.6,88.8,106.0,1051.0,1424.0,442,116,129,127,-,1640.0,1286.0,254,98.0,2,1625.0,137.0,791.0,244.0,164,289.0,124,212,336.0,59.0,15,131.0,734.0,29,681.0,102.0,855.0,21250.0,29.0,93.0,855.0,50000.0,340,286,246.0,53.0,33.0,11,-,671.0,-,91,60.0,305.0,23,29,17,174.0,68.0,200.0,673.0,-,39.0,146.0,488.0,685.0,107.0,175.0,761.0,19.0,99.0,120.0,122.0,244,157,4.3,663.0,57.0,41.0,11.0,11.0,72.0,667,101940.0,-,-,57.0,631,104620.0,45000,21.2,39800,29.4,143.0,"Celestial Heights, Hong Kong","半山壹號, Hong Kong",22.3191811,114.1855431
60231,Central Park,帝柏海灣,3873.0,1580.0,2293.0,689.0,534.0,431.0,893.0,1579.0,436.0,45.7,47.7,45.0,2529.0,868.0,476,3433.0,281,100,-,59,332.0,958.0,38,551.0,1242.0,218.0,3160.0,136,90,374,32,88.3,88.2,87.5,87.4,183.0,1002.0,2154.0,207,203,251,122,10,1978.0,1736.0,150,92.0,-,1895.0,132.0,866.0,559.0,102,236.0,323,533,199.0,336.0,22,126.0,430.0,9,471.0,222.0,1285.0,32900.0,90.0,222.0,1285.0,45000.0,430,499,395.0,174.0,99.0,-,-,381.0,-,100,54.0,160.0,58,70,73,382.0,138.0,511.0,404.0,28,72.0,220.0,737.0,665.0,149.0,135.0,1211.0,126.0,258.0,326.0,342.0,89,70,3.2,904.0,150.0,157.0,66.0,72.0,119.0,954,80140.0,3,24,81.0,893,94260.0,17000,20.5,25000,23.4,64.0,"Central Park, Hong Kong","帝柏海灣, Hong Kong",22.3161667,114.1617313
60232,Central Park Towers,柏慧豪園,4369.0,1899.0,2470.0,769.0,611.0,142.0,1812.0,1134.0,670.0,41.4,42.5,40.7,2641.0,1399.0,329,4121.0,52,118,15,63,261.0,1264.0,123,418.0,1362.0,330.0,3667.0,174,122,115,56,93.3,76.3,91.8,73.1,361.0,1381.0,2016.0,303,-,45,152,34,2293.0,2112.0,33,148.0,-,2076.0,126.0,583.0,813.0,141,413.0,103,328,580.0,558.0,218,294.0,171.0,41,287.0,612.0,1394.0,23000.0,128.0,612.0,1394.0,24620.0,237,536,506.0,311.0,319.0,61,70,253.0,-,110,130.0,209.0,169,82,122,186.0,321.0,728.0,234.0,2,168.0,117.0,940.0,693.0,208.0,167.0,1770.0,370.0,655.0,417.0,231.0,86,11,2.5,1111.0,205.0,454.0,255.0,252.0,430.0,833,37040.0,21,165,407.0,833,45330.0,11000,23.5,12000,36.7,46.0,"Central Park Towers, Hong Kong","柏慧豪園, Hong Kong",22.4593522,114.0010627
60233,Central Park Towers II,柏慧豪廷,2922.0,1340.0,1582.0,847.0,478.0,194.0,1084.0,825.0,341.0,39.6,40.7,39.1,1732.0,966.0,224,2709.0,108,105,-,-,202.0,818.0,62,254.0,951.0,157.0,2413.0,133,42,129,21,92.1,84.6,91.2,80.3,47.0,1010.0,1387.0,325,18,63,85,16,1386.0,1335.0,-,51.0,-,1536.0,237.0,533.0,411.0,76,279.0,53,254,299.0,384.0,97,131.0,159.0,9,190.0,315.0,881.0,27150.0,31.0,315.0,881.0,30000.0,184,305,319.0,174.0,165.0,17,31,191.0,-,60,70.0,198.0,104,58,20,83.0,234.0,352.0,207.0,-,69.0,44.0,650.0,354.0,151.0,118.0,1046.0,130.0,345.0,282.0,202.0,74,13,2.8,771.0,136.0,139.0,128.0,120.0,240.0,558,41570.0,24,45,212.0,549,48630.0,10500,19.3,12300,35.5,47.0,"Central Park Towers II, Hong Kong","柏慧豪廷, Hong Kong",22.4593522,114.0010627
62147,Century Gateway,瓏門,5067.0,2203.0,2864.0,769.0,883.0,491.0,1990.0,1329.0,374.0,39.4,39.7,39.1,3915.0,762.0,390,4745.0,171,141,10,-,435.0,1315.0,80,538.0,1607.0,209.0,4476.0,44,20,193,46,93.0,86.8,90.6,85.0,235.0,1560.0,2389.0,898,10,124,42,-,2824.0,2535.0,101,188.0,-,2243.0,347.0,1085.0,342.0,105,364.0,472,522,436.0,466.0,170,389.0,349.0,20,368.0,497.0,1959.0,29810.0,76.0,497.0,1959.0,33000.0,501,593,709.0,242.0,244.0,41,85,409.0,-,66,127.0,388.0,188,53,118,243.0,430.0,824.0,374.0,13,91.0,154.0,1185.0,940.0,287.0,167.0,1831.0,346.0,499.0,450.0,349.0,155,32,2.8,1288.0,120.0,423.0,161.0,74.0,384.0,1212,53040.0,34,43,355.0,1185,58090.0,17000,23.8,15500,30,45.0,"Century Gateway, Hong Kong","瓏門, Hong Kong",22.3958195,113.9740549
62202,Century Link,東環,4477.0,1844.0,2633.0,700.0,462.0,225.0,2354.0,1013.0,423.0,36.2,36.3,36.0,2014.0,1050.0,1413,3148.0,270,58,355,646,324.0,1187.0,129,728.0,1283.0,364.0,2445.0,437,67,811,462,75.1,90.4,73.8,88.2,103.0,1047.0,2865.0,118,110,75,14,18,2845.0,2607.0,83,137.0,18,1632.0,181.0,406.0,507.0,112,426.0,104,1023,464.0,204.0,444,317.0,259.0,30,318.0,462.0,2047.0,27180.0,105.0,462.0,2047.0,30000.0,459,681,735.0,291.0,342.0,31,34,272.0,-,76,105.0,220.0,451,98,186,532.0,306.0,597.0,258.0,16,177.0,252.0,1151.0,953.0,107.0,205.0,2042.0,599.0,807.0,332.0,282.0,22,-,2.2,1179.0,127.0,736.0,210.0,175.0,469.0,1188,48400.0,54,106,426.0,1184,55330.0,14500,22.4,14300,30.8,43.0,"Century Link, Hong Kong","東環, Hong Kong",22.2958855,113.9499487
10003,Chai Wan Estate,柴灣邨,3578.0,1563.0,2015.0,776.0,297.0,424.0,672.0,1228.0,957.0,52.0,52.5,51.7,1863.0,1650.0,65,3513.0,5,16,-,44,471.0,796.0,194,508.0,796.0,516.0,3212.0,71,193,-,44,92.7,56.9,90.0,51.6,795.0,1963.0,523.0,438,67,36,40,-,1480.0,1327.0,-,153.0,-,2098.0,170.0,577.0,935.0,100,316.0,495,366,153.0,29.0,11,396.0,30.0,-,275.0,838.0,367.0,15000.0,254.0,838.0,367.0,15500.0,43,-,174.0,231.0,480.0,74,187,291.0,-,33,106.0,144.0,213,229,27,37.0,358.0,203.0,97.0,33,124.0,96.0,302.0,581.0,201.0,176.0,1563.0,547.0,387.0,362.0,173.0,85,9,2.3,675.0,308.0,580.0,495.0,478.0,432.0,158,15700.0,76,368,432.0,158,21210.0,-,-,2070,15.9,22.0,"Chai Wan Estate, Hong Kong","柴灣邨, Hong Kong",22.2642541,114.2422911
10004,Chak On Estate,澤安邨,3913.0,1708.0,2205.0,775.0,327.0,298.0,911.0,1196.0,1181.0,52.5,53.8,51.3,1895.0,1790.0,228,3707.0,60,28,-,118,551.0,940.0,110,401.0,1033.0,551.0,3573.0,103,130,73,20,94.5,52.7,92.8,49.7,1133.0,1934.0,519.0,348,-,95,50,-,1634.0,1443.0,6,169.0,16,2279.0,221.0,484.0,1159.0,101,314.0,373,158,429.0,256.0,17,341.0,48.0,12,401.0,849.0,368.0,13000.0,373.0,849.0,368.0,13000.0,51,50,175.0,264.0,503.0,87,75,429.0,-,34,94.0,271.0,157,188,76,31.0,376.0,246.0,161.0,-,282.0,154.0,302.0,665.0,158.0,73.0,1746.0,408.0,757.0,375.0,164.0,42,-,2.2,1100.0,238.0,408.0,609.0,513.0,535.0,89,13120.0,177,318,535.0,89,21040.0,-,-,1560,12.7,23.0,"Chak On Estate, Hong Kong","澤安邨, Hong Kong",22.3403746,114.1642503
20007,Charming Garden,富榮花園,11335.0,5111.0,6224.0,821.0,1235.0,1002.0,2484.0,4472.0,2142.0,48.5,48.1,48.8,7588.0,2897.0,850,10421.0,343,270,17,284,1386.0,2888.0,250,1477.0,3214.0,885.0,10260.0,139,72,438,145,92.3,76.4,91.4,74.1,1543.0,4458.0,4099.0,740,176,554,190,24,6006.0,5356.0,230,420.0,-,5329.0,418.0,1717.0,2198.0,187,809.0,1228,1142,1179.0,814.0,91,799.0,675.0,78,1203.0,1409.0,3394.0,20000.0,567.0,1409.0,3394.0,23010.0,726,806,1483.0,971.0,623.0,280,217,900.0,-,178,505.0,1069.0,557,317,185,392.0,731.0,1308.0,750.0,14,350.0,439.0,2131.0,1940.0,757.0,389.0,3755.0,440.0,1037.0,1052.0,691.0,384,151,3.0,2357.0,890.0,508.0,469.0,567.0,823.0,1896,40930.0,148,457,747.0,1885,48000.0,8500,15.4,18500,30.5,55.0,"Charming Garden, Hong Kong","富榮花園, Hong Kong",22.3140913,114.1651878
20008,Cheerful Garden,富怡花園,5367.0,2521.0,2846.0,886.0,436.0,363.0,1241.0,1906.0,1421.0,54.3,53.9,54.8,3975.0,1048.0,344,5080.0,164,97,-,26,439.0,1622.0,174,542.0,1780.0,374.0,4901.0,77,83,176,11,92.2,73.8,90.6,72.5,949.0,2660.0,1322.0,395,69,48,43,-,2796.0,2542.0,41,213.0,-,2571.0,223.0,507.0,1275.0,157,409.0,545,836,567.0,177.0,39,268.0,347.0,17,650.0,959.0,1187.0,16400.0,363.0,959.0,1187.0,18000.0,337,230,647.0,548.0,442.0,57,99,436.0,-,110,124.0,473.0,171,227,108,231.0,437.0,561.0,338.0,16,220.0,249.0,944.0,988.0,261.0,134.0,1850.0,206.0,612.0,522.0,285.0,145,80,2.9,1181.0,401.0,268.0,297.0,297.0,530.0,726,33210.0,52,234,482.0,726,37040.0,13000,30.3,**,**,55.0,"Cheerful Garden, Hong Kong","富怡花園, Hong Kong",22.2631029,114.2505629
60243,Chelsea Court,爵悅庭,4061.0,1822.0,2239.0,814.0,696.0,189.0,1638.0,1176.0,362.0,39.9,40.0,39.9,3018.0,725.0,318,3755.0,163,110,4,29,366.0,1050.0,44,398.0,1333.0,174.0,3367.0,184,-,193,43,90.6,85.0,90.4,82.8,132.0,1419.0,1814.0,290,95,240,59,26,2378.0,2177.0,58,143.0,-,1683.0,179.0,664.0,468.0,100,272.0,336,417,628.0,413.0,35,194.0,331.0,24,402.0,469.0,1507.0,25500.0,114.0,469.0,1507.0,30000.0,472,533,449.0,291.0,196.0,30,40,367.0,-,49,78.0,313.0,105,72,150,267.0,429.0,535.0,334.0,46,109.0,127.0,930.0,876.0,203.0,133.0,1510.0,236.0,525.0,360.0,298.0,61,30,2.7,1069.0,139.0,302.0,121.0,133.0,250.0,1006,53770.0,35,89,225.0,978,56940.0,16000,25.3,14800,33.1,43.0,"Chelsea Court, Hong Kong","爵悅庭, Hong Kong",22.2628159,114.1468119
60245,Chelsea Heights,卓爾居,4415.0,2028.0,2387.0,850.0,867.0,179.0,1620.0,1318.0,431.0,40.5,36.8,42.4,3288.0,703.0,424,4055.0,209,93,34,24,438.0,1061.0,68,364.0,1351.0,266.0,3817.0,41,-,160,95,91.2,82.9,89.8,80.1,286.0,1443.0,1819.0,596,-,39,108,-,2122.0,2008.0,79,35.0,-,2293.0,229.0,842.0,649.0,136,437.0,314,297,392.0,404.0,49,345.0,302.0,19,361.0,460.0,1301.0,26250.0,59.0,460.0,1301.0,30000.0,261,505,389.0,216.0,261.0,11,102,361.0,16,34,142.0,212.0,258,98,-,171.0,281.0,556.0,343.0,27,74.0,103.0,779.0,841.0,163.0,162.0,1479.0,207.0,367.0,433.0,270.0,136,66,3.0,1061.0,172.0,246.0,277.0,153.0,254.0,795,44000.0,127,101,223.0,795,54660.0,12500,17.7,14300,50.4,49.0,"Chelsea Heights, Hong Kong","卓爾居, Hong Kong",22.401649,113.9744148
20009,Cheong Shing Court,昌盛苑,3853.0,1859.0,1994.0,932.0,276.0,544.0,992.0,1611.0,430.0,48.2,44.7,49.7,2932.0,820.0,101,3767.0,17,37,-,32,642.0,1018.0,51,559.0,1092.0,215.0,3721.0,-,28,26,-,97.1,71.2,94.4,68.9,586.0,1896.0,1095.0,364,10,109,83,-,2061.0,1892.0,40,122.0,7,1792.0,364.0,500.0,497.0,60,371.0,220,259,585.0,389.0,167,356.0,76.0,9,272.0,961.0,821.0,17000.0,218.0,961.0,821.0,17500.0,109,192,411.0,363.0,388.0,184,145,269.0,-,116,257.0,336.0,166,125,61,72.0,425.0,344.0,159.0,-,111.0,219.0,732.0,793.0,123.0,83.0,1234.0,104.0,284.0,333.0,406.0,91,16,3.1,869.0,249.0,116.0,220.0,138.0,408.0,468,33260.0,71,114,408.0,468,36030.0,6000,25.8,**,**,60.0,"Cheong Shing Court, Hong Kong","昌盛苑, Hong Kong",22.4838141,114.1384342
10005,Cheung Ching Estate,長青邨,13788.0,6730.0,7058.0,954.0,1340.0,1191.0,3642.0,3967.0,3648.0,47.9,47.2,49.0,7764.0,5454.0,570,13354.0,41,168,-,225,2062.0,3321.0,668,1873.0,3260.0,1264.0,12435.0,163,692,61,86,94.0,57.6,91.6,53.0,3602.0,6455.0,2391.0,907,120,222,554,11,5896.0,5523.0,24,349.0,-,7892.0,1015.0,1692.0,3354.0,321,1510.0,693,684,1353.0,1717.0,237,971.0,241.0,-,1093.0,3166.0,1637.0,15000.0,903.0,3166.0,1637.0,15000.0,154,258,741.0,984.0,1644.0,471,326,1288.0,30,220,651.0,953.0,793,541,151,162.0,1099.0,814.0,472.0,40,447.0,444.0,1720.0,2170.0,684.0,431.0,4730.0,511.0,1425.0,1441.0,893.0,320,140,2.9,3083.0,1054.0,593.0,1061.0,1112.0,1734.0,823,21450.0,263,860,1734.0,823,26240.0,-,-,1840,9.1,33.0,"Cheung Ching Estate, Hong Kong","長青邨, Hong Kong",22.3473522,114.1090053
10006,Cheung Fat Estate,長發邨,6232.0,3092.0,3140.0,985.0,497.0,295.0,1881.0,2157.0,1402.0,51.7,40.8,53.7,3287.0,2730.0,215,6121.0,41,32,-,38,1115.0,1583.0,189,445.0,1705.0,698.0,5523.0,267,199,12,75,92.6,55.7,90.4,52.7,1557.0,3020.0,1158.0,350,17,107,212,-,3069.0,2773.0,-,296.0,-,3163.0,304.0,646.0,1421.0,177,615.0,274,475,602.0,771.0,132,693.0,122.0,-,499.0,1457.0,1113.0,15500.0,426.0,1457.0,1113.0,16000.0,172,168,475.0,456.0,807.0,266,148,564.0,13,82,383.0,458.0,249,290,79,73.0,617.0,562.0,246.0,30,183.0,363.0,998.0,987.0,342.0,196.0,2479.0,559.0,780.0,667.0,349.0,77,47,2.5,1448.0,454.0,577.0,571.0,646.0,646.0,616,20040.0,99,469,646.0,616,25140.0,3000,11.2,1630,10.4,32.0,"Cheung Fat Estate, Hong Kong","長發邨, Hong Kong",22.3623946,114.1033247
10007,Cheung Hang Estate,長亨邨,12878.0,5973.0,6905.0,865.0,914.0,815.0,3693.0,3927.0,3529.0,52.1,54.3,50.5,6455.0,5797.0,626,12450.0,29,199,-,200,2027.0,3257.0,325,1703.0,3710.0,942.0,11257.0,460,523,58,179,94.3,52.5,91.4,49.6,3258.0,6269.0,2437.0,610,43,206,515,14,5866.0,5508.0,77,281.0,-,7012.0,746.0,1330.0,3553.0,287,1096.0,561,556,1300.0,1362.0,356,1487.0,220.0,24,1269.0,2880.0,1717.0,15000.0,1066.0,2880.0,1717.0,15000.0,81,360,770.0,891.0,1412.0,557,447,1348.0,-,212,763.0,865.0,837,574,133,144.0,957.0,1002.0,361.0,18,436.0,436.0,1599.0,2448.0,450.0,497.0,4286.0,553.0,1025.0,1198.0,1073.0,268,169,3.0,2602.0,1076.0,608.0,815.0,1214.0,1355.0,902,20850.0,184,871,1299.0,902,28500.0,-,-,1870,8.7,37.0,"Cheung Hang Estate, Hong Kong","長亨邨, Hong Kong",22.3554038,114.0979659
10008,Cheung Hong Estate,長康邨,20387.0,9592.0,10795.0,889.0,1693.0,1222.0,5355.0,5765.0,6352.0,51.6,48.9,53.7,11023.0,8348.0,1016,19845.0,78,169,-,295,3184.0,4901.0,693,2249.0,5018.0,2649.0,18636.0,354,791,62,247,93.5,51.4,91.0,48.2,6135.0,9323.0,3236.0,1136,137,411,555,12,8792.0,8168.0,34,569.0,21,11595.0,794.0,2240.0,6010.0,575,1976.0,866,927,1961.0,2227.0,437,2130.0,207.0,37,1862.0,4822.0,2087.0,14500.0,1688.0,4822.0,2087.0,15000.0,227,346,1362.0,986.0,2365.0,959,639,1886.0,22,430,1149.0,1512.0,1216,881,206,208.0,1570.0,1073.0,445.0,102,862.0,791.0,2639.0,3040.0,960.0,500.0,8107.0,1426.0,3183.0,1953.0,1094.0,378,73,2.5,5216.0,1452.0,1439.0,2126.0,2377.0,2592.0,1012,17660.0,564,1805,2566.0,1012,23000.0,-,-,1370,8.8,24.0,"Cheung Hong Estate, Hong Kong","長康邨, Hong Kong",22.3495711,114.1045924
10205,Cheung Lung Wai Estate,祥龍圍邨,3344.0,1717.0,1627.0,1055.0,507.0,560.0,710.0,899.0,668.0,43.7,43.1,44.0,1564.0,1711.0,69,3317.0,9,-,-,18,465.0,763.0,186,371.0,727.0,325.0,2966.0,82,209,-,20,94.5,57.9,93.1,55.5,670.0,1836.0,331.0,662,22,32,100,17,1191.0,1056.0,16,119.0,-,2153.0,278.0,863.0,526.0,126,360.0,265,-,192.0,241.0,83,387.0,9.0,14,300.0,645.0,246.0,13400.0,291.0,645.0,246.0,14000.0,16,31,173.0,117.0,308.0,74,147,311.0,14,30,171.0,223.0,115,164,-,37.0,165.0,191.0,95.0,-,70.0,118.0,322.0,461.0,165.0,55.0,1300.0,282.0,361.0,359.0,227.0,71,-,2.6,780.0,191.0,329.0,348.0,449.0,459.0,44,13240.0,101,326,459.0,44,20310.0,-,-,2000,11.9,30.0,"Cheung Lung Wai Estate, Hong Kong","祥龍圍邨, Hong Kong",22.4950033,114.1235814
10010,Cheung On Estate,長安邨,19391.0,9204.0,10187.0,904.0,1231.0,789.0,6071.0,5648.0,5652.0,56.5,52.4,57.8,10642.0,7536.0,1213,18685.0,73,207,-,426,2704.0,5211.0,669,2428.0,5316.0,1832.0,17846.0,145,408,73,460,93.7,54.0,90.8,50.3,5490.0,8623.0,4047.0,918,104,191,164,26,9162.0,8345.0,162,655.0,-,10229.0,1065.0,1479.0,5445.0,437,1803.0,951,1032,2025.0,1905.0,716,2110.0,338.0,85,1690.0,4149.0,3323.0,15800.0,1454.0,4149.0,3323.0,16000.0,358,477,1644.0,1274.0,1950.0,913,729,1774.0,43,284,1209.0,1336.0,1292,887,182,264.0,1513.0,1514.0,573.0,108,633.0,950.0,2673.0,3413.0,1034.0,459.0,7170.0,1288.0,2222.0,1829.0,1241.0,401,189,2.7,4432.0,1405.0,1333.0,1846.0,1366.0,2189.0,1769,21970.0,429,1076,2097.0,1769,30090.0,5500,18.8,1780,11.8,41.0,"Cheung On Estate, Hong Kong","長安邨, Hong Kong",22.3611878,114.101372
10206,Cheung Sha Wan Estate,長沙灣邨,3209.0,1514.0,1695.0,893.0,521.0,322.0,687.0,992.0,687.0,47.3,49.0,45.8,1454.0,1716.0,39,3172.0,16,9,-,12,407.0,684.0,166,292.0,738.0,401.0,2877.0,10,252,-,14,97.2,59.4,94.6,55.4,627.0,1559.0,502.0,451,46,111,93,25,1192.0,1100.0,18,74.0,-,2017.0,154.0,693.0,747.0,162,261.0,188,146,224.0,186.0,27,390.0,31.0,-,250.0,715.0,227.0,14000.0,225.0,715.0,227.0,14000.0,31,23,88.0,175.0,368.0,120,56,325.0,6,7,204.0,247.0,101,138,11,24.0,227.0,169.0,58.0,6,65.0,113.0,250.0,546.0,125.0,93.0,1334.0,326.0,446.0,335.0,152.0,75,-,2.4,822.0,177.0,335.0,506.0,387.0,359.0,82,15070.0,94,323,352.0,82,20120.0,-,-,2010,18.3,21.0,"Cheung Sha Wan Estate, Hong Kong","長沙灣邨, Hong Kong",22.3345366,114.1563281
10011,Cheung Shan Estate,象山邨,5045.0,2336.0,2709.0,862.0,487.0,443.0,1216.0,1412.0,1487.0,49.8,51.5,47.7,2690.0,2045.0,310,4641.0,-,44,-,360,667.0,1263.0,176,723.0,1371.0,358.0,4319.0,96,305,-,201,94.6,58.8,89.4,53.5,1354.0,2242.0,962.0,400,27,173,116,-,2033.0,1914.0,24,95.0,-,3012.0,273.0,780.0,1382.0,185,392.0,358,264,285.0,494.0,113,461.0,40.0,18,321.0,1046.0,666.0,15500.0,281.0,1046.0,666.0,15560.0,22,177,275.0,325.0,458.0,190,140,446.0,-,92,316.0,249.0,217,181,67,64.0,336.0,364.0,147.0,-,103.0,172.0,635.0,829.0,190.0,104.0,1603.0,103.0,488.0,496.0,322.0,104,90,3.1,1056.0,437.0,110.0,349.0,356.0,556.0,342,22700.0,29,285,556.0,342,28300.0,-,-,1900,9.4,33.0,"Cheung Shan Estate, Hong Kong","象山邨, Hong Kong",22.3788006,114.1306647
10012,Cheung Wah Estate,祥華邨,12633.0,5810.0,6823.0,852.0,815.0,809.0,3520.0,3746.0,3743.0,53.9,51.6,55.6,7504.0,4731.0,398,12323.0,-,121,-,189,1805.0,3190.0,435,1657.0,3245.0,1486.0,12046.0,142,157,-,25,94.7,52.9,91.9,49.0,4045.0,5439.0,2334.0,779,53,244,122,14,5880.0,5426.0,82,372.0,-,6753.0,479.0,1160.0,3417.0,395,1302.0,1135,407,1216.0,1234.0,470,1235.0,169.0,14,1032.0,2800.0,2048.0,15500.0,932.0,2800.0,2048.0,15560.0,233,295,1014.0,1022.0,1389.0,667,307,935.0,18,383,703.0,827.0,468,598,221,132.0,1100.0,1056.0,317.0,75,547.0,425.0,1721.0,2115.0,708.0,364.0,4924.0,937.0,1753.0,1169.0,747.0,213,105,2.6,3099.0,854.0,971.0,1397.0,1109.0,1471.0,947,19000.0,303,882,1471.0,947,27060.0,2560,12.5,1320,11.4,35.0,"Cheung Wah Estate, Hong Kong","祥華邨, Hong Kong",22.4928389,114.1415272
